emp_no,gender,marital_status,age_band,age,department,education,education_field,job_role,business_travel,employee_count,attrition,attrition_label,job_satisfaction,active_employee
10739,Female,Married,35 - 44,39,R&D,High School,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10740,Female,Married,25 - 34,27,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10741,Male,Divorced,35 - 44,35,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10742,Male,Married,35 - 44,42,Sales,Associates Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1
10743,Male,Married,45 - 54,50,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10744,Female,Single,Over 55,59,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10745,Female,Married,35 - 44,37,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,Yes,Ex-Employees,2,0
10746,Male,Married,Over 55,55,R&D,Master's Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,2,1
10747,Female,Divorced,35 - 44,41,R&D,High School,Life Sciences,Research Director,Non-Travel,1,No,Current Employees,3,1
10748,Male,Single,35 - 44,38,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10749,Male,Single,25 - 34,26,Sales,Associates Degree,Medical,Sales Executive,Non-Travel,1,Yes,Ex-Employees,1,0
10750,Female,Married,45 - 54,52,Sales,High School,Marketing,Manager,Travel_Rarely,1,Yes,Ex-Employees,4,0
10751,Female,Married,35 - 44,44,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10752,Female,Married,45 - 54,50,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10753,Female,Single,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10754,Female,Single,35 - 44,39,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Frequently,1,No,Current Employees,1,1
10755,Female,Single,25 - 34,33,Sales,High School,Life Sciences,Sales Representative,Non-Travel,1,No,Current Employees,4,1
10756,Female,Married,45 - 54,45,Sales,Associates Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,4,1
10757,Female,Single,25 - 34,32,R&D,Master's Degree,Medical,Laboratory Technician,Non-Travel,1,No,Current Employees,3,1
10758,Male,Divorced,25 - 34,34,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10759,Male,Married,Over 55,59,Sales,Associates Degree,Technical Degree,Manager,Travel_Rarely,1,No,Current Employees,4,1
10760,Male,Single,45 - 54,45,HR,Master's Degree,Medical,Human Resources,Travel_Rarely,1,No,Current Employees,2,1
10761,Female,Married,45 - 54,53,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10762,Male,Divorced,35 - 44,36,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10763,Male,Married,25 - 34,26,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,1,0
10764,Female,Married,25 - 34,34,Sales,Master's Degree,Life Sciences,Sales Representative,Travel_Rarely,1,No,Current Employees,3,1
10765,Male,Married,25 - 34,28,Sales,High School,Medical,Sales Representative,Travel_Rarely,1,No,Current Employees,2,1
10766,Male,Married,35 - 44,38,R&D,Master's Degree,Other,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10767,Male,Married,45 - 54,50,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10768,Female,Single,35 - 44,37,R&D,Bachelor's Degree,Other,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
10769,Male,Married,35 - 44,40,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10770,Female,Divorced,25 - 34,26,R&D,High School,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10771,Male,Divorced,45 - 54,46,R&D,Master's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10772,Female,Married,45 - 54,54,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10773,Female,Married,Over 55,56,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10774,Female,Single,35 - 44,36,R&D,Doctoral Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10775,Male,Single,Over 55,55,R&D,High School,Medical,Manager,Non-Travel,1,No,Current Employees,1,1
10776,Male,Divorced,35 - 44,43,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10777,Female,Single,Under 25,20,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
10778,Female,Single,Under 25,21,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,1,0
10779,Female,Divorced,45 - 54,46,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10780,Male,Married,45 - 54,51,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10781,Male,Single,25 - 34,28,R&D,Associates Degree,Technical Degree,Healthcare Representative,Non-Travel,1,Yes,Ex-Employees,1,0
10782,Male,Married,25 - 34,26,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
10783,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Other,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
10784,Female,Married,35 - 44,41,R&D,Associates Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10785,Female,Married,35 - 44,38,R&D,High School,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
10786,Male,Married,35 - 44,40,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10787,Male,Married,25 - 34,27,R&D,Doctoral Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,3,1
10788,Male,Married,Over 55,55,R&D,High School,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,2,1
10789,Female,Single,25 - 34,28,R&D,Bachelor's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10790,Male,Married,35 - 44,44,HR,Associates Degree,Medical,Human Resources,Travel_Rarely,1,Yes,Ex-Employees,1,0
10791,Male,Divorced,25 - 34,33,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10792,Male,Single,35 - 44,35,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
10793,Female,Single,25 - 34,33,R&D,Master's Degree,Medical,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,3,0
10794,Male,Divorced,25 - 34,28,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10795,Male,Single,25 - 34,34,R&D,High School,Life Sciences,Healthcare Representative,Travel_Frequently,1,No,Current Employees,4,1
10796,Female,Divorced,35 - 44,37,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10797,Male,Married,25 - 34,25,R&D,High School,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
10798,Male,Divorced,25 - 34,26,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10799,Male,Single,25 - 34,33,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,2,0
10800,Male,Married,35 - 44,42,R&D,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,1,1
10801,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,2,0
10802,Male,Single,45 - 54,50,Sales,Master's Degree,Other,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,3,0
10803,Female,Married,25 - 34,33,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10804,Male,Married,25 - 34,34,R&D,Master's Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,4,1
10805,Male,Single,45 - 54,48,R&D,Master's Degree,Medical,Manager,Non-Travel,1,No,Current Employees,4,1
10806,Female,Married,45 - 54,45,Sales,Master's Degree,Life Sciences,Sales Executive,Non-Travel,1,No,Current Employees,3,1
10807,Male,Single,45 - 54,52,R&D,Master's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,2,1
10808,Male,Divorced,35 - 44,38,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10809,Female,Divorced,25 - 34,29,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10810,Female,Divorced,25 - 34,28,R&D,Bachelor's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10811,Male,Married,45 - 54,46,Sales,High School,Marketing,Manager,Travel_Rarely,1,No,Current Employees,3,1
10812,Male,Single,35 - 44,38,Sales,Associates Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10813,Female,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,1,1
10814,Male,Divorced,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
10815,Male,Single,35 - 44,40,R&D,Bachelor's Degree,Medical,Research Director,Travel_Rarely,1,No,Current Employees,3,1
10816,Female,Single,Under 25,21,R&D,High School,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10817,Male,Single,35 - 44,39,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,2,1
10818,Male,Single,35 - 44,36,R&D,Master's Degree,Life Sciences,Manufacturing Director,Non-Travel,1,No,Current Employees,4,1
10819,Male,Married,25 - 34,31,Sales,Bachelor's Degree,Life Sciences,Sales Representative,Travel_Frequently,1,No,Current Employees,4,1
10820,Male,Married,25 - 34,28,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10821,Male,Divorced,35 - 44,35,Sales,Associates Degree,Marketing,Sales Executive,Travel_Frequently,1,No,Current Employees,4,1
10822,Male,Married,45 - 54,49,Sales,Master's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10823,Male,Single,25 - 34,34,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10824,Female,Divorced,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1
10825,Male,Single,35 - 44,42,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10826,Male,Married,25 - 34,29,R&D,High School,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10827,Male,Married,35 - 44,38,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
10828,Male,Divorced,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10829,Male,Single,Under 25,18,R&D,High School,Medical,Laboratory Technician,Non-Travel,1,Yes,Ex-Employees,3,0
10830,Female,Single,25 - 34,33,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
10831,Male,Married,35 - 44,41,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10832,Male,Married,25 - 34,31,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,3,0
10833,Female,Divorced,35 - 44,37,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10834,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10835,Female,Married,25 - 34,34,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10836,Male,Single,35 - 44,35,HR,Master's Degree,Technical Degree,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
10837,Female,Married,25 - 34,29,Sales,High School,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,1,0
10838,Female,Single,35 - 44,40,R&D,Master's Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,3,1
10839,Male,Single,35 - 44,42,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Frequently,1,Yes,Ex-Employees,1,0
10840,Male,Single,35 - 44,42,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10841,Male,Married,35 - 44,35,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10842,Male,Single,Under 25,24,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10843,Female,Married,25 - 34,28,R&D,High School,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,4,0
10844,Male,Married,25 - 34,26,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10845,Male,Married,25 - 34,30,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10846,Female,Married,35 - 44,40,R&D,Associates Degree,Medical,Research Scientist,Travel_Frequently,1,No,Current Employees,4,1
10847,Male,Divorced,35 - 44,35,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10848,Male,Single,25 - 34,34,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Frequently,1,No,Current Employees,1,1
10849,Male,Married,35 - 44,35,R&D,Master's Degree,Other,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
10850,Female,Single,35 - 44,43,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,3,0
10851,Female,Divorced,25 - 34,32,Sales,High School,Life Sciences,Sales Representative,Non-Travel,1,No,Current Employees,1,1
10852,Female,Divorced,Over 55,56,R&D,Master's Degree,Technical Degree,Manager,Travel_Rarely,1,No,Current Employees,1,1
10853,Female,Married,25 - 34,29,R&D,High School,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10854,Male,Single,Under 25,19,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10855,Female,Married,45 - 54,45,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10856,Female,Married,35 - 44,37,R&D,Bachelor's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10857,Male,Single,Under 25,20,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10858,Male,Single,35 - 44,44,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,3,0
10859,Female,Divorced,45 - 54,53,R&D,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
10860,Female,Married,25 - 34,29,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10861,Male,Married,Under 25,22,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Frequently,1,Yes,Ex-Employees,4,0
10862,Female,Married,45 - 54,46,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,1,1
10863,Male,Single,35 - 44,44,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Non-Travel,1,No,Current Employees,3,1
10864,Male,Married,25 - 34,33,HR,Bachelor's Degree,Human Resources,Human Resources,Travel_Rarely,1,No,Current Employees,3,1
10865,Male,Divorced,35 - 44,41,R&D,Associates Degree,Life Sciences,Research Scientist,Non-Travel,1,Yes,Ex-Employees,1,0
10866,Male,Divorced,25 - 34,30,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10867,Male,Married,35 - 44,40,Sales,Master's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,2,1
10868,Female,Married,45 - 54,50,R&D,Bachelor's Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,1,1
10869,Male,Married,25 - 34,28,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Rarely,1,No,Current Employees,1,1
10870,Male,Married,45 - 54,46,R&D,Associates Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,2,1
10871,Male,Married,35 - 44,35,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10872,Female,Married,Under 25,24,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,2,0
10873,Female,Married,25 - 34,33,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Frequently,1,No,Current Employees,3,1
10874,Male,Divorced,35 - 44,36,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10875,Male,Divorced,25 - 34,30,R&D,Master's Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,No,Current Employees,3,1
10876,Male,Single,35 - 44,44,R&D,Master's Degree,Other,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10877,Male,Single,Under 25,20,Sales,Bachelor's Degree,Marketing,Sales Representative,Travel_Rarely,1,No,Current Employees,4,1
10878,Male,Divorced,45 - 54,46,R&D,Master's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10879,Male,Married,35 - 44,42,HR,Doctoral Degree,Medical,Human Resources,Non-Travel,1,No,Current Employees,1,1
10880,Male,Divorced,Over 55,60,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10881,Female,Married,25 - 34,32,R&D,Bachelor's Degree,Other,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
10882,Female,Single,25 - 34,32,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Frequently,1,No,Current Employees,3,1
10883,Female,Divorced,35 - 44,36,R&D,Bachelor's Degree,Technical Degree,Manufacturing Director,Travel_Rarely,1,No,Current Employees,1,1
10884,Male,Married,25 - 34,33,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10885,Female,Divorced,35 - 44,40,Sales,Bachelor's Degree,Technical Degree,Sales Executive,Travel_Rarely,1,No,Current Employees,2,1
10886,Male,Single,25 - 34,25,Sales,Master's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10887,Male,Married,25 - 34,30,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10888,Female,Married,35 - 44,42,R&D,Doctoral Degree,Medical,Research Director,Travel_Frequently,1,No,Current Employees,1,1
10889,Female,Married,35 - 44,35,Sales,Associates Degree,Marketing,Sales Executive,Non-Travel,1,No,Current Employees,4,1
10890,Male,Married,25 - 34,27,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10891,Female,Divorced,45 - 54,54,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Frequently,1,No,Current Employees,3,1
10892,Female,Married,35 - 44,44,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10893,Female,Single,Under 25,19,R&D,Bachelor's Degree,Medical,Research Scientist,Non-Travel,1,Yes,Ex-Employees,2,0
10894,Female,Divorced,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10895,Male,Married,45 - 54,54,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10896,Male,Married,25 - 34,31,R&D,Associates Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
10897,Female,Single,25 - 34,31,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,No,Current Employees,1,1
10898,Female,Single,Over 55,59,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10899,Male,Married,35 - 44,43,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10900,Male,Married,45 - 54,49,R&D,Associates Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,3,1
10901,Male,Married,35 - 44,36,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Frequently,1,No,Current Employees,2,1
10902,Male,Single,45 - 54,48,R&D,Associates Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,2,1
10903,Male,Divorced,25 - 34,27,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10904,Male,Divorced,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Healthcare Representative,Travel_Rarely,1,No,Current Employees,4,1
10905,Male,Single,45 - 54,48,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10906,Female,Divorced,25 - 34,29,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,4,1
10907,Female,Married,25 - 34,34,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10908,Male,Married,35 - 44,44,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,2,1
10909,Male,Divorced,25 - 34,33,Sales,Doctoral Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,3,1
10910,Female,Single,Under 25,19,R&D,Bachelor's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10911,Male,Married,Under 25,23,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10912,Male,Single,25 - 34,25,Sales,High School,Life Sciences,Sales Representative,Travel_Frequently,1,Yes,Ex-Employees,4,0
10913,Male,Single,25 - 34,26,R&D,Associates Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,4,1
10914,Female,Single,45 - 54,45,Sales,Bachelor's Degree,Marketing,Manager,Travel_Rarely,1,Yes,Ex-Employees,2,0
10915,Male,Divorced,Over 55,55,R&D,High School,Medical,Healthcare Representative,Non-Travel,1,No,Current Employees,2,1
10916,Female,Single,Under 25,21,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,Yes,Ex-Employees,3,0
10917,Female,Married,45 - 54,46,Sales,Associates Degree,Marketing,Manager,Travel_Rarely,1,No,Current Employees,2,1
10918,Female,Single,25 - 34,34,Sales,Bachelor's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,1,1
10919,Male,Divorced,45 - 54,51,Sales,Bachelor's Degree,Life Sciences,Manager,Travel_Frequently,1,No,Current Employees,2,1
10920,Male,Single,Over 55,59,R&D,Master's Degree,Medical,Manufacturing Director,Travel_Rarely,1,No,Current Employees,4,1
10921,Female,Divorced,25 - 34,34,R&D,Bachelor's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,2,1
10922,Male,Single,25 - 34,28,R&D,Master's Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1
10923,Male,Divorced,35 - 44,44,R&D,Associates Degree,Life Sciences,Manager,Travel_Rarely,1,No,Current Employees,1,1
10924,Male,Married,25 - 34,34,HR,Bachelor's Degree,Life Sciences,Human Resources,Travel_Frequently,1,No,Current Employees,2,1
10925,Male,Married,35 - 44,35,R&D,High School,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10926,Female,Married,35 - 44,42,R&D,Master's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10927,Female,Single,35 - 44,43,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10928,Female,Single,35 - 44,36,R&D,Master's Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,2,1
10929,Female,Married,35 - 44,44,R&D,Bachelor's Degree,Medical,Healthcare Representative,Travel_Rarely,1,Yes,Ex-Employees,4,0
10930,Male,Married,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Travel_Frequently,1,No,Current Employees,4,1
10931,Female,Single,45 - 54,51,R&D,Associates Degree,Medical,Laboratory Technician,Travel_Frequently,1,No,Current Employees,3,1
10932,Female,Single,25 - 34,30,R&D,Associates Degree,Medical,Manufacturing Director,Non-Travel,1,No,Current Employees,3,1
10933,Female,Divorced,25 - 34,29,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10934,Male,Single,25 - 34,28,R&D,Bachelor's Degree,Technical Degree,Research Scientist,Travel_Rarely,1,No,Current Employees,1,1
10935,Female,Single,25 - 34,25,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,No,Current Employees,2,1
10936,Male,Married,25 - 34,32,Sales,Bachelor's Degree,Medical,Sales Executive,Travel_Rarely,1,No,Current Employees,4,1
10937,Female,Single,45 - 54,45,R&D,Bachelor's Degree,Medical,Manager,Travel_Frequently,1,No,Current Employees,2,1
10938,Female,Divorced,35 - 44,39,R&D,Master's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,2,1
10939,Male,Divorced,Over 55,58,R&D,Master's Degree,Life Sciences,Research Scientist,Travel_Rarely,1,No,Current Employees,3,1
10940,Male,Married,25 - 34,32,R&D,Associates Degree,Life Sciences,Laboratory Technician,Travel_Rarely,1,Yes,Ex-Employees,3,0
10941,Male,Single,35 - 44,39,R&D,Bachelor's Degree,Medical,Research Scientist,Travel_Rarely,1,Yes,Ex-Employees,1,0
10942,Female,Married,25 - 34,30,R&D,Bachelor's Degree,Technical Degree,Laboratory Technician,Travel_Rarely,1,No,Current Employees,4,1
10943,Female,Married,35 - 44,36,R&D,Master's Degree,Technical Degree,Healthcare Representative,Travel_Rarely,1,No,Current Employees,3,1
10944,Female,Single,45 - 54,46,HR,Associates Degree,Life Sciences,Human Resources,Travel_Rarely,1,No,Current Employees,1,1
10945,Female,Married,25 - 34,28,R&D,Bachelor's Degree,Life Sciences,Laboratory Technician,Non-Travel,1,No,Current Employees,4,1
10946,Female,Married,45 - 54,50,R&D,Bachelor's Degree,Life Sciences,Research Director,Travel_Rarely,1,No,Current Employees,1,1
10947,Male,Single,35 - 44,40,Sales,Master's Degree,Marketing,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
10948,Male,Single,45 - 54,52,Sales,Bachelor's Degree,Life Sciences,Sales Executive,Travel_Rarely,1,Yes,Ex-Employees,2,0
10949,Female,Married,25 - 34,30,R&D,Master's Degree,Medical,Manager,Travel_Rarely,1,No,Current Employees,1,1
10950,Male,Single,35 - 44,39,R&D,Associates Degree,Life Sciences,Manufacturing Director,Travel_Rarely,1,No,Current Employees,3,1
